Customer ID,Customer Verbatim
2860-RANUS,Customer called to check if paperless billing is active. No comments on service quality.
0406-BPDVR,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
5276-KQWHG,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
9667-EQRXU,Tech support note: Customer had 3 technician visits this month for Cable internet issues and it is still not fixed. Customer is highly dissatisfied.
0946-CLJTI,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
0324-BRPCJ,Customer checked their billing balance. Seemed satisfied with the response.
9189-JWSHV,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
0576-WNXXC,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
5482-PLVPE,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
4902-OHLSK,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
0495-ZBNGW,Customer called to complain about constant Fiber Optic internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
2357-COQEK,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
2034-CGRHZ,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
9360-AHGNL,Customer called to check if paperless billing is active. No comments on service quality.
5485-WUYWF,Customer called to complain about constant Cable internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
2632-UCGVD,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
6425-YQLLO,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
2091-RFFBA,Customer called to check if paperless billing is active. No comments on service quality.
6899-PPEEA,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
4597-NUCQV,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
3754-DXMRT,Tech support note: Customer had 3 technician visits this month for DSL internet issues and it is still not fixed. Customer is highly dissatisfied.
7130-VTEWQ,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
7903-CMPEY,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
1704-NRWYE,Customer called to check if paperless billing is active. No comments on service quality.
7481-ATQQS,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
0023-HGHWL,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
1792-UXAFY,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
6161-UUUTA,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
6543-XRMYR,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
2479-BRAMR,Customer checked their billing balance. Seemed satisfied with the response.
3714-JTVOV,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
8580-QVLOC,Customer called to complain about constant DSL internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
2012-NWRPA,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
8808-ELEHO,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
9058-CBREO,Customer called to complain about constant Cable internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
8063-GBATB,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
1069-XAIEM,Agent notes: customer is angry about the sudden price hike. They mentioned that competitors offer fiber for cheaper and they want a contract review.
6987-XQSJT,Customer checked their billing balance. Seemed satisfied with the response.
0722-TROQR,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
6402-ZFPPI,Billing dispute: Customer claims they were charged extra for services they didn't authorize. They are demanding immediate correction.
9965-YOKZB,App review: 'Worst service ever. The billing is inconsistent and customer support keeps transferring me without solving my issue.'
0504-HHAPI,Customer called to check if paperless billing is active. No comments on service quality.
3791-LGQCY,Customer called to complain about constant Cable internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
8166-ZZTFS,Customer called to complain about constant Cable internet drops. They are extremely frustrated with the lack of reliable connection and threatened to cancel.
2956-GGUCQ,Tech support note: Customer had 3 technician visits this month for Fiber Optic internet issues and it is still not fixed. Customer is highly dissatisfied.
2778-OCLGR,Customer is complaining about poor internet speed. They said they pay for fiber but get speeds slower than DSL. Very unhappy.
